Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,,,,,,
7,"Chao Bu, Jinsong Wang, Xingwei Wang",Towards delay-optimized and resource-efficient network function dynamic deployment for VNF service chaining,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622001697,,363,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.108711,1568-4946,,120,,108711,108711,7,3.5,2,3,2,,,,,,,,,
7,"Wanpeng Zhang, Shuai Wang, Aimin Zhou, Hu Zhang",A practical regularity model based evolutionary algorithm for multiobjective optimization,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622006639,,364,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109614,1568-4946,,129,,109614,109614,7,3.5,2,4,2,,,,,,,,,
17,"Xia Chen, Guoxian Yu, Qiaoyu Tan, Jun Wang",Weighted samples based semi-supervised classification,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619301176,,365,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.03.005,1568-4946,,79,,46,58,17,3.4,4,4,5,,,,,,,,,
17,"Mingli Song, Yukai Jing, Witold Pedrycz",Granular neural networks: A study of optimizing allocation of information granularity in input space,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619300171,,366,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.01.013,1568-4946,,77,,67,75,17,3.4,6,3,5,,,,,,,,,
17,"Li Han, Rongchang Zhang, Kai Chen",A coordinated dispatch method for energy storage power system considering wind power ramp event,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619305137,,367,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.105732,1568-4946,,84,,105732,105732,17,3.4,6,3,5,,,,,,,,,
10,"Chidinma A. Nwafor, Ikechukwu E. Onyenwe",An Automated Multiple-Choice Question Generation using Natural Language Processing Techniques,2021,International Journal on Natural Language Computing,Academy and Industry Research Collaboration Center (AIRCC),http://dx.doi.org/10.5121/ijnlc.2021.10201,,368,5/14/2024 20:15,journal-article,10.5121/ijnlc.2021.10201,2319-4111,,10,2,1,10,10,3.33,5,2,3,"Automatic multiple-choice question generation (MCQG) is a useful yet challenging task in Natural Language Processing (NLP). It is the task of automatic generation of correct and relevant questions from textual data. Despite its usefulness, manually creating sizeable, meaningful and relevant questions is a time-consuming and challenging task for teachers. In this paper, we present an NLP-based system for automatic MCQG for Computer-Based Testing Examination (CBTE).We used NLP technique to extract keywords that are important words in a given lesson material. To validate that the system is not perverse, five lesson materials were used to check the effectiveness and efficiency of the system. The manually extracted keywords by the teacher were compared to the auto-generated keywords and the result shows that the system was capable of extracting keywords from lesson materials in setting examinable questions. This outcome is presented in a user-friendly interface for easy accessibility.",,,,,,,,
10,"Hongmei Wang, Yitian Xu",Sparse elastic net multi-label rank support vector machine with pinball loss and its applications,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621001551,,369,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107232,1568-4946,,104,,107232,107232,10,3.33,5,2,3,,,,,,,,,
10,"Himanshu, Neeraj Mangla",Soft Security Resource Scheduling Issues in Cloud Computing: A Review,2021,"2021 6th International Conference on Signal Processing, Computing and Control (ISPCC)",IEEE,http://xplorestaging.ieee.org/ielx7/9609332/9609334/09609428.pdf?arnumber=9609428,,370,5/14/2024 20:15,proceedings-article,10.1109/ispcc53510.2021.9609428,,,,,,,10,3.33,5,2,3,,,,,,,,,
10,"Lingjie Li, Qiuzhen Lin, Zhong Ming",Multi-objective optimization using self-organizing decomposition and its application to crashworthiness design,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620309418,,371,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.107002,1568-4946,,101,,107002,107002,10,3.33,3,3,3,,,,,,,,,
10,"Mei Liu, Hongwei Li, Yan Li, Long Jin, Zhiguan Huang",From WASD to BLS with application to pattern classification,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621003781,,372,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107455,1568-4946,,108,,107455,107455,10,3.33,2,5,3,,,,,,,,,
10,"Sihai Zhao, Yucheng Dong, Siqi Wu, Luis Martínez",Linguistic scale consistency issues in multi-granularity decision making contexts,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620309741,,373,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.107035,1568-4946,,101,,107035,107035,10,3.33,3,4,3,,,,,,,,,
10,"Zhiyang Fang, Junfeng Wang, Jiaxuan Geng, Yingjie Zhou, Xuan Kan",A3CMal: Generating adversarial samples to force targeted misclassification by reinforcement learning,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621004282,,374,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107505,1568-4946,,109,,107505,107505,10,3.33,2,5,3,,,,,,,,,
10,"Xiushan Nie, Xin Zhou, Yang Shi, Jiande Sun, Yilong Yin",Classification-enhancement deep hashing for large-scale video retrieval,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621003902,,375,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107467,1568-4946,,109,,107467,107467,10,3.33,2,5,3,,,,,,,,,
10,"Hongchun Qu, Li Yin, Xiaoming Tang",An automatic clustering method using multi-objective genetic algorithm with gene rearrangement and cluster merging,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849462030867X,,376,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106929,1568-4946,,99,,106929,106929,10,3.33,3,3,3,,,,,,,,,
13,"Leiyue Yao, Wei Yang, Wei Huang",A data augmentation method for human action recognition using dense joint motion images,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620306517,,377,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106713,1568-4946,,97,,106713,106713,13,3.25,4,3,4,,,,,,,,,
16,"Haiyan Yu, Jiulun Fan, Rong Lan",Suppressed possibilistic c-means clustering algorithm,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619300912,,378,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.02.027,1568-4946,,80,,845,872,16,3.2,5,3,5,,,,,,,,,
16,"Guanlong Deng, Zhiwang Zhang, Tianhua Jiang, Shuning Zhang",Total flow time minimization in no-wait job shop using a hybrid discrete group search optimizer,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619302509,,379,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.05.007,1568-4946,,81,,105480,105480,16,3.2,4,4,5,,,,,,,,,
16,"Chao Liu, Yuanrui Li, Qi Zhao, Chenqi Liu",Reference vector-based multi-objective clustering for high-dimensional data,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619301073,,380,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.02.043,1568-4946,,78,,614,629,16,3.2,4,4,5,,,,,,,,,
16,"Shuai Zhang, Song Xu, Xiaoling Huang, Wenyu Zhang, Mingzhou Chen",Networked correlation-aware manufacturing service supply chain optimization using an extended artificial bee colony algorithm,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494618306975,,381,5/14/2024 20:15,journal-article,10.1016/j.asoc.2018.12.009,1568-4946,,76,,121,139,16,3.2,3,5,5,,,,,,,,,
15,"Tran Thanh Dien, Bui Huu Loc, Nguyen Thai-Nghe",Article Classification using Natural Language Processing and Machine Learning,2019,2019 International Conference on Advanced Computing and Applications (ACOMP),IEEE,http://xplorestaging.ieee.org/ielx7/9036008/9044210/09044227.pdf?arnumber=9044227,,382,5/14/2024 20:15,proceedings-article,10.1109/acomp.2019.00019,,,,,,,15,3,5,3,5,,,,,,,,,
9,"Yiyuan Gao, Dejie Yu",Fault diagnosis of rolling bearing based on Laplacian regularization,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849462100572X,,383,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107651,1568-4946,,111,,107651,107651,9,3,5,2,3,,,,,,,,,
12,"Syeda Farjana Shetu, Mohd. Saifuzzaman, Masuma Parvin, Nazmun Nessa Moon, Ridwanullah Yousuf, Sharmin Sultana",Identifying the Writing Style of Bangla Language Using Natural Language Processing,2020,"2020 11th International Conference on Computing, Communication and Networking Technologies (ICCCNT)",IEEE,http://xplorestaging.ieee.org/ielx7/9211590/9225262/09225670.pdf?arnumber=9225670,,384,5/14/2024 20:15,proceedings-article,10.1109/icccnt49239.2020.9225670,,,,,,,12,3,2,6,4,,,,,,,,,
3,"Yanshan Xiao, Zexin Ye, Liang Zhao, Xiangjun Kong, Bo Liu, Kemal Polat, Adi Alhudhaif",Privileged information learning with weak labels,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623003162,,385,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110298,1568-4946,,142,,110298,110298,3,3,0,7,1,,,,,,,,,
15,"Lei Zhang, Yong Li, Peng Wang, Wei Wei, Songzheng Xu, Yanning Zhang",A separation–aggregation network for image denoising,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619303837,,386,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.105603,1568-4946,,83,,105603,105603,15,3,3,6,5,,,,,,,,,
3,Rui Hu,IoT-based analysis of tennis player’s serving behavior using image processing,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-09031-w.pdf,,387,5/14/2024 20:15,journal-article,10.1007/s00500-023-09031-w,1432-7643,,27,19,14413,14429,3,3,3,1,1,,,,,,,,,
3,"Ming Li, Xinxin Wang, Zeshui Xu",Purchasing decision of machine tool by exploiting uncertain information in nested probabilistic linguistic model,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623002405,,388,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110222,1568-4946,,139,,110222,110222,3,3,1,3,1,,,,,,,,,
3,"Yihui Liang, Hongshan Gou, Fujian Feng, Guisong Liu, Han Huang",Natural image matting based on surrogate model,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623004258,,389,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110407,1568-4946,,143,,110407,110407,3,3,1,5,1,,,,,,,,,
12,"Anshu Zhang, Wenzhong Shi",Mining significant fuzzy association rules with differential evolution algorithm,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619302881,,390,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.105518,1568-4946,,97,,105518,105518,12,3,6,2,4,,,,,,,,,
15,"He Jiang, Weihua Zheng, Liangqing Luo, Yao Dong",A two-stage minimax concave penalty based method in pruned AdaBoost ensemble,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619304557,,391,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.105674,1568-4946,,83,,105674,105674,15,3,4,4,5,,,,,,,,,
3,"Wenzhi Feng, Xiang Ma, Xuemei Li, Caiming Zhang",A representation learning framework for stock movement prediction,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623004271,,392,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110409,1568-4946,,144,,110409,110409,3,3,1,4,1,,,,,,,,,
6,"Yue Yin, Yehua Sheng, Jiarui Qin",Interval type-2 fuzzy C-means forecasting model for fuzzy time series,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622006329,,393,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109574,1568-4946,,129,,109574,109574,6,3,2,3,2,,,,,,,,,
9,"Chenglong Zhang, Shifei Ding, Yuting Sun, Zichen Zhang",An optimized support vector regression for prediction of bearing degradation,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621009303,,394,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.108008,1568-4946,,113,,108008,108008,9,3,2,4,3,,,,,,,,,
9,"Ming Tao, Xueqiang Li, Wenhong Wei, Huaqiang Yuan",Jointly optimization for activity recognition in secure IoT-enabled elderly care applications,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620307262,,395,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106788,1568-4946,,99,,106788,106788,9,3,2,4,3,,,,,,,,,
6,"Yue Yin, Yehua Sheng, Jiarui Qin",Interval type-2 fuzzy C-means forecasting model for fuzzy time series,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622006329,,396,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109574,1568-4946,,129,,109574,109574,6,3,2,3,2,,,,,,,,,
6,"Yaqian Liang, Fazhi He, Xiantao Zeng, Baosheng Yu",Feature-preserved convolutional neural network for 3D mesh recognition,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622005919,,397,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109500,1568-4946,,128,,109500,109500,6,3,2,4,2,,,,,,,,,
9,"Yueyang Teng, Shouliang Qi, Fangfang Han, Lisheng Xu, Yudong Yao, Wei Qian",Two graph-regularized fuzzy subspace clustering methods,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620309200,,398,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106981,1568-4946,,100,,106981,106981,9,3,2,6,3,,,,,,,,,
9,"Xiaoyun Xia, Weizhi Liao, Yu Zhang, Xue Peng",A discrete spider monkey optimization for the vehicle routing problem with stochastic demands,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621005974,,399,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107676,1568-4946,,111,,107676,107676,9,3,2,4,3,,,,,,,,,
9,"Zhenyu Wang, Xuemei Xie, Guangming Shi",RFPruning: A retraining-free pruning method for accelerating convolutional neural networks,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621007821,,400,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107860,1568-4946,,113,,107860,107860,9,3,3,3,3,,,,,,,,,
15,"Yuchao Su, Jia Wang, Lijia Ma, Xiaozhou Wang, Qiuzhen Lin, Carlos A. Coello Coello, Jianyong Chen",A hybridized angle-encouragement-based decomposition approach for many-objective optimization problems,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619300869,,401,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.02.026,1568-4946,,78,,355,372,15,3,2,7,5,,,,,,,,,
15,"Xiao-Fang Liu, Yu-Ren Zhou, Xue Yu, Ying Lin",Dual-archive-based particle swarm optimization for dynamic optimization,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849461930657X,,402,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.105876,1568-4946,,85,,105876,105876,15,3,4,4,5,,,,,,,,,
3,Yingli Kong,Real-time processing system and Internet of Things application in the cultural tourism industry development,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-08304-8.pdf,,403,5/14/2024 20:15,journal-article,10.1007/s00500-023-08304-8,1432-7643,,27,14,10347,10357,3,3,3,1,1,,,,,,,,,
12,"Yanpeng Qu, Qilin Fu, Changjing Shang, Ansheng Deng, Reyer Zwiggelaar, Minu George, Qiang Shen",Fuzzy-rough assisted refinement of image processing procedure for mammographic risk assessment,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620301708,,404,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106230,1568-4946,,91,,106230,106230,12,3,2,7,4,,,,,,,,,
15,"Xiao-yu Ma, Meng Zhao, Xiao Zou",Measuring and reaching consensus in group decision making with the linguistic computing model based on discrete fuzzy numbers,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619300122,,405,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.01.008,1568-4946,,77,,135,154,15,3,5,3,5,,,,,,,,,
12,"Talal Ahmed Ali Ali, Zhu Xiao, Seyedali Mirjalili, Vincent Havyarimana",Efficient design of wideband digital fractional order differentiators and integrators using multi-verse optimizer,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620302805,,406,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106340,1568-4946,,93,,106340,106340,12,3,3,4,4,,,,,,,,,
3,"Kun Chao, Hua Zhao, Zeshui Xu, Feng Cui",Robust hesitant fuzzy partitional clustering algorithms and their applications in decision making,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623002302,,407,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110212,1568-4946,,145,,110212,110212,3,3,1,4,1,,,,,,,,,
3,"Zhao Tang, Shaodi Dong, Xiaosong Yang, Jianjun Zhang",Application of a parallel physics-informed neural network to solve the multi-body dynamic equations for full-scale train collisions,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623003460,,408,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110328,1568-4946,,142,,110328,110328,3,3,1,4,1,,,,,,,,,
6,"Zhili Tang, Liang Xu, Shaojun Luo",Adaptive dynamic surrogate-assisted evolutionary computation for high-fidelity optimization in engineering,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849462200504X,,409,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109333,1568-4946,,127,,109333,109333,6,3,2,3,2,,,,,,,,,
14,"Kai Li, Jianfu Chen, Hong Fu, Zhaohong Jia, Weizhong Fu",Uniform parallel machine scheduling with fuzzy processing times under resource consumption constraint,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619303655,,410,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.105585,1568-4946,,82,,105585,105585,14,2.8,3,5,5,,,,,,,,,
14,"Jie Yang, Haibin Zhu, Tieqiao Liu",Secure and economical multi-cloud storage policy with NSGA-II-C,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619304296,,411,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.105649,1568-4946,,83,,105649,105649,14,2.8,5,3,5,,,,,,,,,
